AGE,HOMEOWNER,HIT,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,CARDPROM,MAXADATE,NUMPROM,CARDPM12,NUMPRM12,NGIFTALL,CARDGIFT,MINRAMNT,MINRDATE,MAXRAMNT,MAXRDATE,LASTGIFT,AVGGIFT,CONTROLN,HPHONE_D,CLUSTER2,CHILDREN,GIFTAMNT
61,N,0,23,43,11,6,4,4,9,9702,20,6,11,1,1,50,9506,50,9506,50,50,26378,0,3,0,100
58,Y,4,53,6,71,9,2,1,10,9702,24,6,13,5,2,5,9511,7,9504,6,5.6,45666,1,49,0,5
51,Y,0,20,26,25,6,1,1,29,9702,66,6,13,10,5,5,8807,21,9510,21,11.1,69475,1,2,0,21
68,Y,4,33,25,45,7,0,1,33,9702,72,6,14,15,12,5,9409,11,9312,10,7,88119,1,19,0,10
43,N,0,51,13,68,3,1,0,17,9702,41,4,7,9,5,3,9303,15,9512,15,8.111111111,43052,1,16,0,5
38,N,0,27,29,26,7,2,0,12,9702,29,6,14,8,6,5,9510,10,9502,7,8,24869,1,38,2,8
45,N,0,33,19,14,11,6,13,21,9702,52,6,15,22,13,5,9511,10,9512,7,7.136363636,182144,1,54,0,7
51,N,1,28,40,44,4,5,4,15,9702,33,6,11,12,6,2,9403,5,9402,4,4.166666667,178598,0,4,0,4
71,N,3,40,28,18,2,5,6,22,9702,55,6,14,12,7,3,9205,15,9512,10,9.166666667,178334,1,21,0,11
67,Y,2,24,47,14,9,2,4,26,9702,53,4,9,11,10,10,8902,30,9602,30,17,88489,1,2,0,25
71,Y,0,43,35,23,8,0,5,29,9702,62,6,12,8,5,7.5,8910,15,9412,10,10.9375,75105,1,11,0,15
51,Y,11,32,31,35,5,7,2,22,9702,59,6,14,8,4,10,9104,20,9308,15,16.125,118091,1,39,3,20
71,N,0,24,36,20,6,0,2,23,9702,66,5,13,16,8,5,8912,15,9510,15,9.625,157739,1,28,0,14
36,Y,0,40,32,37,4,3,1,20,9702,55,6,13,18,6,2,9502,5,9504,5,3.333333333,72452,1,11,0,4
72,Y,7,36,24,42,5,1,0,23,9702,77,6,12,11,7,10,9411,20,9507,20,12.09090909,14608,1,13,0,15
66,Y,0,38,26,43,11,10,2,8,9702,32,5,25,2,1,25,9511,30,9508,25,27.5,13805,0,42,0,10.7
67,Y,0,36,48,16,3,9,1,26,9702,64,2,9,17,10,5,8802,11,9410,11,7.235294118,138597,0,14,0,11
68,N,42,21,0,33,12,4,0,13,9702,54,7,37,15,5,5,9612,10,9510,6,6.933333333,13863,1,42,0,6
52,Y,1,25,41,15,5,3,1,30,9702,74,6,14,10,10,5,8703,25,9401,25,17.5,73762,1,20,0,25
83,Y,7,31,25,47,2,3,5,5,9702,13,4,11,1,1,0,9701,15,9602,0,15,188645,1,10,0,25
65,N,6,10,29,30,6,34,1,14,9702,39,6,16,4,4,5,9310,25,9602,25,15,16863,1,33,0,50
54,Y,0,31,17,36,5,3,2,31,9702,97,10,26,12,7,10,9011,30,9606,25,24.16666667,8880,0,4,0,25
94,Y,0,34,24,32,10,2,1,17,9702,42,6,15,7,3,10,9511,25,9412,25,17.14285714,74303,0,58,0,25
62,Y,1,28,31,20,6,3,1,18,9702,43,6,13,8,5,10,9512,20,9407,10,14.75,149173,1,2,0,17
43,Y,0,34,26,40,5,6,0,19,9702,45,6,12,5,4,10,9512,30,9509,10,21,66393,1,38,3,50
92,N,0,34,28,48,5,3,3,33,9702,82,6,12,29,14,5,9401,12,9312,10,8.982758621,106719,1,55,0,10
62,Y,1,29,8,36,0,0,0,31,9702,66,6,13,9,4,10,9107,20,9404,15,13.33333333,67595,1,47,0,15
36,N,0,37,22,40,13,6,7,22,9702,55,4,9,11,4,2,9205,15,9506,15,6.272727273,181998,1,19,0,20
88,Y,23,26,38,24,11,6,3,37,9702,103,4,16,21,7,2,8703,20,9010,16,10.19047619,793,1,21,0,15
82,N,0,36,45,25,7,2,0,25,9702,71,4,12,25,15,5,9501,10,9509,10,5.64,54134,1,54,0,10
86,N,3,41,32,34,4,3,2,30,9702,76,6,13,20,15,3,9011,10,9511,10,5.3,141493,1,7,0,10
65,Y,1,37,46,12,11,7,2,32,9702,67,6,11,23,11,3,9211,13,9501,5,4.652173913,123909,1,12,0,5
74,N,0,39,53,31,7,6,2,23,9702,57,3,8,21,7,5,8912,15,9211,14,11.47619048,34302,0,42,0,14
72,Y,0,49,15,58,2,4,2,24,9702,58,6,13,15,7,3,9001,8,9303,7,6.333333333,141134,0,45,0,9
66,Y,1,23,23,23,0,4,2,29,9702,70,6,13,13,7,4,9411,15,9405,10,10.07692308,78256,1,46,0,11
69,Y,30,45,18,57,4,3,6,19,9702,49,6,13,6,4,3,9001,15,9508,10,9.5,97077,1,11,0,12
58,Y,0,25,27,33,6,3,1,12,9702,30,6,13,4,3,3,9401,11,9506,10,7.25,29526,1,60,0,10
58,Y,0,34,31,31,3,4,1,29,9702,74,6,13,29,14,3,9512,10,8902,3,3.655172414,21539,0,42,1,3
76,Y,19,38,36,43,13,5,5,33,9702,80,6,14,16,10,5,9211,29,9112,15,17.1875,30433,1,12,0,15
49,Y,0,0,0,0,0,0,0,22,9702,59,6,13,13,7,2,9404,10,9508,10,5.076923077,122279,0,1,0,5
76,N,0,30,27,35,9,3,2,20,9702,50,6,14,5,2,20,9511,20,9301,20,20,1371,0,4,0,35
50,Y,5,14,58,20,6,5,0,9,9702,22,4,9,2,0,15,9410,20,9504,20,17.5,67900,1,30,0,20
70,N,0,43,17,52,17,3,1,8,9702,27,2,5,7,3,3,9007,15,9506,15,6.714285714,170098,0,59,0,10
52,Y,1,19,52,1,15,1,4,16,9702,63,6,29,11,3,5,9401,18,9504,12,8.818181818,9049,0,35,0,15
61,Y,0,36,21,45,8,4,3,28,9702,89,5,27,12,5,0,9608,20,9302,15,13.41666667,8232,0,59,0,10
81,Y,0,54,16,69,6,3,0,28,9702,67,4,11,14,10,5,9008,18,8909,15,8.107142857,169903,0,13,0,15
44,N,1,28,31,29,8,3,1,8,9702,17,3,7,1,1,15,9504,15,9504,15,15,83220,0,56,0,5
72,Y,16,33,13,43,16,3,0,18,9702,45,5,13,14,7,5,9311,9,9512,7,7,167406,0,4,0,7
43,Y,5,23,45,15,7,2,2,21,9702,57,6,14,10,5,6,9405,21,9602,21,14,164372,0,18,1,25
35,Y,1,0,0,0,0,0,0,29,9702,74,7,17,16,12,3,9510,20,8905,11,9.125,2408,0,23,0,10
70,Y,0,47,36,25,12,7,17,9,9702,22,6,13,3,3,5,9510,10,9506,9,8,104969,0,52,0,5
80,Y,0,41,21,31,8,3,3,32,9702,90,7,21,25,12,5,8905,25,8901,17,14.72,12,0,59,0,10
74,N,0,37,27,19,14,11,3,16,9702,34,4,7,8,5,5,9303,25,9601,25,11.625,189814,1,19,0,10
78,N,0,44,19,57,10,3,1,24,9702,61,6,14,18,5,6,9404,23,9312,19,17.33333333,181569,0,37,0,21
42,N,0,21,43,19,3,1,2,23,9702,55,6,12,15,7,5,9009,20,9412,15,13.4,18948,0,15,1,17
54,Y,0,36,28,42,15,4,0,8,9702,21,4,10,2,0,10,9412,20,9511,20,15,24975,1,44,0,20
62,Y,8,49,50,20,2,36,5,23,9702,58,6,13,8,2,5,9101,25,9504,25,15.75,57496,1,39,0,25
78,Y,17,36,35,40,25,14,2,21,9702,56,6,12,7,4,5,9004,25,9102,25,20.14285714,155602,1,19,0,25
82,Y,1,10,0,52,4,4,4,31,9702,82,6,13,19,11,3,9102,10,9112,9,6,117177,0,26,0,9
70,Y,11,41,14,58,8,6,2,15,9702,34,6,13,7,4,5,9402,9,9508,9,7.285714286,17921,1,32,0,8
61,Y,1,29,40,25,5,3,3,27,9702,58,6,13,11,5,3,8611,10,9312,10,6.818181818,77799,1,21,0,10
62,N,0,37,31,48,8,2,2,29,9702,75,6,14,16,11,2.5,8705,12,9204,10,7.84375,158816,0,5,0,11
50,N,10,28,26,42,8,6,3,30,9702,69,6,14,14,9,5,8801,10,9002,10,9.071428571,191296,1,14,0,9
61,Y,0,46,19,43,3,5,0,18,9702,53,6,15,11,7,5,9202,14,9506,10,9.636363636,166742,1,11,0,12
59,N,0,23,58,24,0,1,1,20,9702,52,11,28,10,8,5,9309,25,9501,20,17.5,2643,0,18,0,25
64,Y,2,11,51,12,7,0,1,18,9702,49,5,12,7,4,10,9407,20,9312,20,13.85714286,146628,1,50,0,10
76,Y,11,36,36,29,10,1,6,7,9702,17,4,9,1,1,25,9506,25,9506,25,25,165102,0,3,4,25
75,N,13,32,29,38,3,2,2,32,9702,78,5,11,32,15,1,8912,7,9504,5,3.0625,101989,1,44,0,5
48,Y,0,0,0,0,0,0,0,8,9702,20,4,10,2,1,5,9501,15,9511,15,10,77605,1,15,0,15
76,N,8,20,58,17,6,17,4,22,9702,59,6,12,12,4,3,9109,25,9204,20,14.75,16871,0,5,0,20
45,Y,1,31,45,14,8,2,4,20,9702,49,6,13,12,6,5,9505,11,9306,10,6.333333333,136768,0,5,3,2
87,Y,19,44,25,45,7,10,21,34,9702,87,7,20,34,17,3,8709,15,9211,5,8.588235294,186212,0,32,0,7
58,Y,6,41,27,52,9,4,2,22,9702,59,6,14,26,12,3,9311,24,9512,24,6.269230769,40421,1,32,0,5
51,Y,2,32,44,27,6,1,2,28,9702,62,6,14,12,8,3,8708,12,9512,12,6.75,70696,1,32,0,12
47,Y,1,34,41,33,5,2,3,23,9702,58,6,12,14,7,5,9207,21,9508,21,12.57142857,53496,1,22,1,20
47,Y,0,32,31,24,8,5,1,23,9702,57,6,15,13,10,5,9501,25,9512,25,11.07692308,183476,1,15,1,25
82,N,2,23,36,33,2,9,5,34,9702,94,6,23,25,11,5,9207,14,9412,10,8.48,190558,1,8,0,10
42,Y,0,27,15,55,9,5,1,18,9702,47,5,12,13,10,4,9404,12,9509,10,8.538461539,113891,0,62,0,11
59,Y,9,36,26,18,4,12,4,28,9702,101,6,29,27,5,10,8905,30,9512,30,16.48148148,12644,1,62,0,30
46,Y,0,30,46,12,10,5,1,18,9702,51,6,11,8,4,5,9209,20,9506,20,8.75,140481,0,39,0,20
64,Y,0,26,50,13,7,9,3,24,9702,63,6,13,13,7,3,9408,10,9011,7,6.384615385,136747,1,21,0,6
48,Y,0,25,33,10,0,1,1,17,9702,40,6,12,9,3,3,9302,9,9409,8,7.111111111,121969,1,31,0,8
33,Y,0,37,20,31,12,24,0,24,9702,66,5,12,20,10,2,9301,5,9004,5,4.2,98672,1,35,0,5
57,Y,10,35,57,26,7,19,2,25,9702,59,5,11,11,9,0.04,8908,13,9506,13,5.821818182,63572,1,41,0,12
64,Y,0,40,24,35,1,2,0,21,9702,51,6,14,6,3,5,8912,19,9602,19,12,28406,0,1,0,19
64,Y,5,20,46,6,6,1,1,22,9702,56,5,11,13,5,5,9202,12,9412,12,9.307692308,116008,1,15,0,5
68,Y,0,20,31,17,4,7,6,18,9702,45,6,13,10,3,3,9312,20,9301,5,10.6,173563,1,41,0,30
95,Y,6,39,50,16,4,2,1,22,9702,57,6,12,10,6,5,9504,10,9310,7,7.1,130969,1,11,0,20
97,N,2,33,44,11,0,4,2,24,9702,76,6,23,27,10,3,9503,11,9501,8,6.666666667,12822,1,53,0,5
60,Y,15,44,20,55,11,6,5,25,9702,62,4,9,23,11,10,9312,20,9508,20,12.47826087,177960,1,39,0,25
58,Y,0,38,23,26,9,27,3,5,9702,12,4,10,1,1,15,9601,15,9601,15,15,182286,0,34,0,20
54,Y,15,41,63,13,16,3,7,11,9702,26,6,14,4,3,10,9510,12,9509,12,11,160302,1,12,1,10
51,N,0,31,26,42,6,4,1,13,9702,30,6,13,6,3,5,9502,10,9412,10,8.166666667,98941,0,52,0,9
70,Y,0,26,58,26,4,1,1,19,9702,47,6,13,6,3,5,9210,20,9512,20,12.16666667,170652,0,24,0,15
60,N,0,0,0,0,0,0,0,27,9702,66,6,16,12,5,4,9411,15,9409,13,9,136645,0,48,0,10
71,N,0,37,31,33,7,1,4,27,9702,69,4,10,17,9,2,9312,15,8904,10,7.941176471,99602,1,23,0,10
35,N,0,42,27,49,9,4,2,30,9702,72,6,13,15,10,3,8711,10,9112,10,6.266666667,166106,0,24,0,10
46,N,0,25,27,53,11,5,1,18,9702,44,6,14,6,4,5,9304,40,9512,40,20.83333333,166350,1,2,0,25
66,Y,0,43,37,20,5,8,1,9,9702,26,4,10,2,1,10,9401,16,9512,16,13,178597,0,2,1,22
69,Y,0,18,19,29,8,10,1,28,9702,66,6,13,11,4,3,8704,12,9512,12,7,166375,0,3,0,11
60,Y,0,15,29,42,3,0,0,11,9702,30,6,12,4,3,6,9309,11,9601,11,8.75,121967,0,25,0,15
32,N,0,31,46,14,4,3,3,22,9702,56,6,14,8,3,5,9010,24,9602,24,11.25,56860,0,22,0,24
72,Y,13,40,23,41,8,21,5,27,9702,61,4,8,20,8,2,8905,12,9512,12,6.725,178070,1,16,0,8
52,Y,0,26,40,13,5,5,6,31,9702,73,6,14,12,9,10,9404,35,9406,30,19.25,122131,0,11,0,15
82,N,0,34,24,43,14,1,3,33,9702,96,10,35,21,12,5,9205,11,9506,10,7.571428571,12874,1,59,0,10
76,Y,32,48,41,35,19,7,2,21,9702,55,6,12,13,6,3,8909,10,9506,10,6.923076923,151513,0,7,0,15
50,Y,2,40,41,27,5,3,7,12,9702,27,6,14,7,5,10,9512,16,9510,10,12.28571429,46178,1,43,0,20
42,Y,0,31,33,15,6,3,0,15,9702,34,6,12,5,3,7,9403,15,9507,15,9.8,150097,0,12,0,11
59,Y,0,37,24,38,3,6,1,19,9702,39,4,10,11,7,5,9401,15,8807,15,9.909090909,21859,1,43,0,10
72,Y,5,41,37,43,8,5,2,14,9702,34,4,9,12,6,3,9602,5,9205,3,4,151766,0,23,0,4
75,Y,13,64,11,71,0,4,0,27,9702,68,5,13,11,5,3,8801,16,9101,11,8.636363636,20338,1,13,0,12.5
71,Y,0,42,25,50,7,7,1,27,9702,65,5,10,14,6,5,8710,12,9108,12,9.214285714,120166,0,57,0,12
84,Y,0,31,23,25,13,12,1,30,9702,75,6,13,12,7,5,9010,60,9312,50,32.91666667,176253,0,15,0,50
81,Y,240,37,21,43,12,3,5,34,9702,95,8,22,23,13,5,9511,25,9509,5,9.913043478,79622,1,5,1,5
45,Y,0,30,36,29,12,3,3,25,9702,60,6,13,21,12,2,9011,6,9412,6,3.857142857,36923,0,39,3,10
74,Y,39,38,35,15,6,4,1,27,9702,65,6,13,14,5,2,8712,8,9412,6,5.571428571,174671,1,44,0,7
62,Y,0,27,35,14,5,2,2,21,9702,54,4,9,12,3,5,8907,15,9504,15,8.75,167462,0,5,0,15
78,Y,0,41,30,39,6,10,2,5,9702,13,3,8,1,1,15,9509,15,9509,15,15,126483,0,50,0,15
58,N,0,18,37,19,7,6,3,18,9702,50,6,13,7,3,5,9202,25,9511,25,14.42857143,162759,0,5,0,18
62,Y,2,32,38,25,5,2,10,11,9702,24,6,12,4,3,10,9512,10,9501,10,10,97689,1,37,0,10
48,N,0,26,77,0,5,19,8,4,9702,10,2,7,1,1,15,9511,15,9511,15,15,127346,1,14,0,10
47,N,0,31,75,4,4,5,3,24,9702,58,6,13,7,4,5,8809,25,9509,10,13.85714286,27944,0,20,0,33
49,Y,6,26,0,56,4,0,0,5,9702,13,3,8,1,1,20,9507,20,9507,20,20,100324,1,4,0,20
32,Y,2,11,38,23,4,10,0,10,9702,24,6,12,4,3,5,9510,10,9509,5,6.25,172420,1,36,0,6
80,N,0,35,27,39,18,20,2,27,9702,65,6,13,15,9,2,8803,11,9206,10,7.533333333,84390,0,59,0,5
55,Y,26,34,49,18,1,11,9,17,9702,37,6,13,6,3,10,9403,25,9502,25,20.83333333,184549,1,12,0,25
41,Y,0,32,30,17,7,2,3,9,9702,24,6,13,4,2,5,9508,10,9510,10,7.5,47282,1,22,2,15
54,Y,5,18,0,99,0,0,0,25,9702,60,6,13,15,9,3,9104,10,9412,5,5.866666667,96251,0,55,0,10
48,Y,0,31,36,21,6,5,2,17,9702,45,6,12,4,4,5,9209,20,9601,20,12.75,123359,0,53,0,20
68,Y,0,31,0,86,3,3,2,15,9702,46,5,14,8,5,3,9101,11,9510,5,6.125,43781,0,49,0,10
69,Y,1,31,31,20,2,6,1,16,9702,42,6,14,9,4,3,9302,10,9311,6,6.333333333,15912,1,17,0,6
44,Y,0,9,43,18,5,2,1,18,9702,45,6,11,3,3,10,9101,35,9505,35,25,168535,0,31,0,35
51,Y,2,61,0,64,0,4,0,29,9702,68,6,13,11,6,5,9202,30,9412,25,15,136428,0,4,0,25
40,N,0,36,34,31,6,6,2,16,9702,39,6,15,8,5,5,9310,12,9601,10,8.5,181644,1,22,0,12
92,Y,8,31,11,35,12,1,2,18,9702,44,5,11,8,6,3,9205,10,9501,5,5.75,78588,1,23,0,11
58,Y,5,28,19,45,4,18,2,31,9702,75,6,14,17,10,3,8704,20,9411,15,6.647058824,96960,1,58,0,8
58,N,0,42,53,8,0,4,0,8,9702,45,6,35,6,2,0,9603,10,9510,5,7.166666667,12737,0,5,1,5
63,Y,6,32,56,10,12,2,3,11,9702,25,6,13,2,2,10,9501,75,9507,75,42.5,65136,1,15,0,20
44,N,0,35,22,34,5,2,4,26,9702,69,5,13,13,6,10,8909,28,9411,28,19.92307692,102011,1,56,0,30
78,N,3,48,29,33,10,0,9,19,9702,47,4,9,17,9,5,8905,12,9405,10,8.647058824,160334,1,15,0,15
71,Y,0,45,11,47,3,0,2,24,9702,63,6,14,16,12,5,9203,15,9601,15,9.9375,67177,0,4,0,12
74,Y,10,37,46,18,6,2,4,15,9702,41,4,8,13,8,5,9301,12,9601,12,8.307692308,41604,1,20,0,10
49,Y,2,40,36,43,14,2,4,19,9702,54,3,7,21,11,3,8802,12,9404,10,7.142857143,125444,1,46,0,10
74,Y,8,37,31,52,3,1,1,19,9702,48,6,11,4,2,12,9207,60,9403,42,31.75,19323,1,42,0,16.87
47,Y,3,17,19,34,6,9,1,18,9702,49,6,16,5,3,10,9502,20,9301,20,16,22817,1,61,0,10
50,Y,0,27,40,31,7,13,3,32,9702,85,10,24,30,9,3,9209,7,9406,7,5.1,931,0,56,0,12
87,Y,10,39,48,26,10,4,12,25,9702,81,3,18,35,16,1,9512,9,9512,9,4.585714286,11399,1,50,0,8
44,Y,0,26,29,36,4,8,1,14,9702,35,6,12,8,3,5,9411,10,9502,6,7.875,21659,1,60,1,10
52,N,1,30,26,26,7,5,2,33,9702,79,5,11,37,19,2,8707,15,8703,7,5.95945946,55392,1,61,0,6
36,Y,1,35,33,24,1,2,0,11,9702,26,6,14,2,0,20,9410,25,9512,25,22.5,112309,1,37,1,15
68,Y,6,55,6,51,10,8,7,32,9702,80,6,13,27,11,1,8902,15,9601,15,7.703703704,30029,1,37,0,14
57,Y,1,26,50,38,2,2,0,33,9702,78,6,12,35,21,4,9503,6,9506,5,5,19071,1,38,0,5
41,Y,0,16,43,16,6,5,1,21,9702,48,6,12,7,4,10,9301,21,9404,21,17.14285714,124514,0,12,1,26
75,N,0,79,3,82,0,0,0,30,9702,67,6,14,9,5,5,8612,21,9512,21,12.55555556,102534,1,13,0,10
96,Y,0,20,36,29,7,11,2,29,9702,70,6,14,11,9,5,8901,20,9502,15,10.81818182,148840,0,9,0,11
60,Y,1,28,27,18,4,4,2,29,9702,79,7,19,20,10,3,9601,10,9612,10,5.1,188284,1,33,0,5
53,Y,9,23,37,26,11,0,0,7,9702,17,3,8,1,1,20,9507,20,9507,20,20,122664,1,38,0,20
77,Y,5,43,13,53,3,6,2,30,9702,72,6,13,23,11,5,9502,15,9411,10,6.217391304,98374,1,13,0,15
67,N,0,34,23,35,7,9,1,36,9702,100,7,20,28,16,5,8907,30,9205,10,10,6851,1,52,0,7
70,N,0,47,27,54,9,5,5,18,9702,48,4,7,13,5,10,9503,20,9406,15,13.46153846,34800,1,13,0,10
50,N,0,32,37,24,8,4,8,26,9702,64,5,12,11,4,5,9209,40,9205,20,20.18181818,124847,0,58,0,10
80,Y,0,44,49,50,0,9,4,33,9702,89,9,24,20,8,3,9001,7,9312,5,5.05,67,0,49,0,5
58,Y,0,33,5,79,2,3,0,15,9702,38,6,13,7,3,3,9112,12,9512,12,7.142857143,36472,1,13,0,13
49,Y,13,48,50,17,7,1,0,11,9611,40,4,13,8,4,2,9506,25,8806,20,13.875,5366,0,20,0,20
84,Y,32,38,40,40,5,4,2,31,9702,71,5,11,19,13,2,9211,10,9506,10,6.578947368,180512,1,37,0,10
38,N,0,27,28,49,2,6,1,20,9702,52,5,12,8,5,5,9110,17,9602,17,10.625,165378,0,1,0,23
52,Y,8,42,31,48,5,1,10,6,9702,15,3,7,1,1,20,9506,20,9506,20,20,117847,1,39,0,20
29,N,0,28,35,26,7,3,2,15,9702,35,5,10,5,3,5,9401,20,9501,15,12.4,40338,0,20,0,21
78,Y,10,26,42,39,9,4,2,12,9702,28,6,12,3,3,10,9505,15,9506,15,11.66666667,132767,1,12,0,15
62,N,2,42,33,27,10,9,5,27,9702,63,6,14,15,8,5,9602,7,9205,5,5.266666667,183052,1,22,0,5
38,Y,0,49,12,68,5,2,0,6,9702,14,5,11,1,1,20,9601,20,9601,20,20,91779,0,13,0,20
58,N,0,46,41,30,12,7,4,9,9702,20,6,12,3,2,5,9506,10,9509,10,8.333333333,169489,0,16,0,8
73,N,15,43,37,46,16,4,10,21,9702,50,4,8,13,8,5,8706,25,9306,10,13.30769231,182748,1,13,0,12
60,Y,1,31,26,48,24,0,3,8,9702,21,4,10,2,1,5,9501,15,9512,15,10,15384,1,51,2,15
50,Y,0,24,45,19,6,3,0,25,9702,67,5,14,9,6,5,9410,16,9512,12,10.22222222,1899,0,21,0,12.5
46,Y,1,23,29,33,13,0,2,33,9702,81,7,15,18,8,5,9308,25,8709,10,8.388888889,8669,1,4,0,10
86,Y,1,12,29,46,9,6,1,32,9702,73,6,13,19,11,2,8608,12,9309,11,9,183673,1,57,0,10
56,Y,3,31,64,16,9,1,11,9,9702,20,6,12,2,1,5,9506,20,9512,20,12.5,129846,0,11,0,11
78,N,5,29,39,37,13,7,0,33,9702,75,6,13,21,13,3,8701,13,9404,10,8.80952381,189027,1,42,0,10
54,Y,17,9,99,0,0,0,0,28,9702,69,6,14,16,12,5,9601,10,9003,5,6.5625,118905,1,2,0,10
45,Y,5,25,56,14,9,5,4,15,9702,36,6,13,12,5,3,9401,8,9509,6,6,137113,1,20,0,6
42,Y,15,31,39,22,4,3,2,10,9702,29,5,11,3,2,5,9309,15,9509,15,10,64058,1,15,1,20
68,Y,4,69,18,56,21,8,0,22,9702,55,6,15,14,6,3,9202,15,9504,10,10.64285714,44853,1,59,0,12
42,Y,2,45,10,59,12,4,0,26,9702,60,6,11,10,5,5,9005,16,9410,15,9.7,109858,1,19,0,15
62,N,0,28,35,26,5,1,2,21,9702,57,6,13,6,6,5,9010,26,9510,26,16.5,133176,1,42,0,50
33,N,0,19,71,0,5,0,2,21,9702,59,4,9,19,7,5,9008,20,9409,15,10.73684211,121590,1,9,0,10
72,Y,14,27,35,26,3,4,3,21,9702,51,6,14,13,10,10,9401,15,9306,14,12.07692308,109644,1,25,0,5
46,Y,0,40,40,42,6,9,2,24,9702,59,6,13,10,5,5,9103,20,9601,20,10.7,172140,0,14,2,10
77,N,18,21,58,52,8,7,0,27,9702,67,6,15,17,12,4,9404,10,9010,10,6.647058824,188860,1,58,0,10
35,Y,0,30,13,32,2,4,1,20,9702,47,5,10,9,5,3,9102,10,9503,9,6.888888889,122835,0,8,0,9
82,Y,0,44,0,34,5,8,3,27,9702,66,5,11,25,10,2,9412,9,9406,5,3.72,104170,0,12,0,5
70,Y,0,24,16,38,8,3,2,31,9702,77,6,13,24,15,2,8707,10,9101,10,5.916666667,76758,0,56,1,10
50,N,0,36,46,13,5,0,0,26,9702,62,6,12,10,8,8,8910,19,9309,19,15.1,28713,0,1,0,21
83,N,25,33,32,54,3,2,0,31,9702,70,6,11,22,14,2,8808,8,9509,6,4.863636364,74914,1,55,0,6
84,N,0,35,27,23,4,2,0,26,9702,61,4,9,23,16,4,9304,10,9311,10,5.739130435,72190,0,22,0,13
46,Y,10,36,26,35,8,2,2,14,9702,37,6,14,7,4,10,9505,13,9512,13,11.71428571,164987,0,1,0,12
78,N,0,31,27,48,7,4,0,15,9702,38,6,12,3,1,10,9210,20,9601,20,14.66666667,98033,0,62,0,20
80,N,2,40,0,99,16,0,0,25,9702,59,4,9,15,8,3,8904,13,9412,11,6.933333333,190727,0,52,0,11
80,N,1,23,24,23,5,1,2,12,9702,39,2,6,15,8,2,8804,15,9511,15,5.533333333,189373,1,27,0,15
55,Y,10,28,38,24,5,2,3,19,9702,50,6,15,15,9,5,9310,25,9412,16,9.333333333,34608,1,20,0,12
83,Y,9,34,27,34,15,3,1,34,9702,78,6,13,31,20,1.25,8706,7,9601,7,3.491935484,169703,0,15,1,25
42,N,0,28,44,17,6,5,2,23,9702,57,6,13,11,5,3,8910,10,9512,6,6.363636364,67541,0,21,0,7
80,N,0,45,29,43,5,4,8,33,9702,79,5,12,27,21,3,9209,6,9409,5,4.037037037,178009,1,56,0,5
63,Y,15,36,23,47,11,9,2,30,9702,67,6,11,16,8,4,9001,15,9505,15,6.5,87071,1,43,0,15
77,Y,10,29,38,49,11,3,7,18,9702,52,7,20,8,2,5,9209,15,9501,15,12.125,186185,1,4,0,15
59,N,0,28,36,50,5,1,4,20,9611,57,4,7,19,8,2,8905,15,9512,15,9.789473684,4917,0,19,0,15
90,Y,0,31,11,62,5,0,0,18,9702,46,5,11,5,2,5,9102,26,9602,26,16,38734,0,13,0,26
73,Y,0,22,34,20,8,3,3,39,9702,93,10,26,31,19,3,8908,14,9112,9,7.548387097,2153,0,20,0,8
73,N,0,30,28,36,7,12,2,6,9702,15,3,7,1,1,15,9506,15,9506,15,15,20802,0,54,1,25
90,N,1,37,0,99,15,0,0,31,9702,73,5,13,12,6,5,9407,15,9410,12,10.16666667,65634,1,49,0,12
75,Y,10,33,40,23,6,7,1,14,9702,43,2,5,20,8,2,8909,5,9105,5,3.6,111861,1,55,0,5
52,N,0,22,11,48,14,6,2,33,9702,81,6,13,34,15,3,9412,16,9207,13,10.20588235,150660,0,18,0,12
45,Y,3,30,48,13,6,6,1,25,9702,58,6,12,10,6,3,8801,12,9406,12,8.3,121385,1,5,2,10
41,Y,2,41,15,55,5,11,3,32,9702,76,6,11,22,14,5,9205,15,9306,15,10.81818182,26680,1,37,0,15
66,N,5,41,39,39,11,4,4,22,9702,60,4,8,11,5,5,9201,21,9506,21,10.72727273,167934,1,20,0,21
66,Y,18,37,57,0,0,0,0,12,9702,30,6,12,5,3,5,9506,10,9512,10,7,96548,1,34,0,7
85,N,16,39,27,47,3,0,0,22,9702,56,6,13,8,7,5,9102,16,9511,16,10.125,102780,1,62,0,16
60,Y,6,30,23,22,7,6,0,31,9702,72,6,12,17,9,5,9211,17,9509,17,10.70588235,110519,1,41,0,17
76,Y,0,11,38,55,13,3,2,4,9702,10,2,5,1,0,15,9507,15,9507,15,15,38266,0,30,0,10
32,Y,0,21,33,25,4,3,2,19,9702,57,6,17,13,6,5,9512,18,9501,6,12.15384615,158454,0,4,0,12
50,Y,11,23,26,8,5,1,1,20,9702,51,5,12,6,2,5,9209,15,9602,15,7.166666667,90371,1,3,0,15
48,Y,8,40,28,55,4,11,5,9,9702,21,4,10,2,1,15,9512,15,9501,15,15,22445,1,13,1,21
36,N,0,13,34,15,3,2,0,10,9702,24,4,10,2,1,10,9410,15,9512,15,12.5,94503,1,46,0,10
53,N,0,42,20,55,5,1,3,8,9702,19,6,14,4,1,10,9603,10,9507,10,10,45258,0,49,0,5
